id,name,lon,lat
398,Kissing Gate near: SD 48547 89783,-2.7921437,54.301055
399,Kissing Gate near: SD 48809 92381,-2.7885693,54.324426
400,Kissing Gate near: SD 49935 93578,-2.7714659,54.335292
401,Kissing Gate near: SD 41703 97459,-2.8988086,54.369291
402,Kissing Gate near: SD 23435 75782,-3.1743769,54.172094
403,Kissing Gate near: SD 26343 77497,-3.1302671,54.187935
404,Kissing Gate near: SD 27484 78407,-3.1129955,54.196272
405,Kissing Gate near: SD 27894 78458,-3.1067259,54.196783
406,Kissing Gate near: SD 27947 78469,-3.1059252,54.196897
407,Kissing Gate near: SD 28164 78514,-3.1026026,54.197328
408,Kissing Gate near: NY 34204 05705,-3.0160403,54.442476
409,Kissing Gate near: SD 34054 99048,-3.016879,54.382631
410,Kissing Gate near: SD 30795 98305,-3.0668722,54.375526
411,Kissing Gate near: NY 33443 07844,-3.0282565,54.461595
412,Kissing Gate near: NY 14961 20104,-3.3168348,54.568977
413,Kissing Gate near: NY 37506 46922,-2.9739544,54.81324
414,Kissing Gate near: NY 36816 43940,-2.9840355,54.78636
415,Kissing Gate near: NY 37460 45922,-2.9744472,54.804253
416,Kissing Gate near: NY 37457 45918,-2.9745012,54.804218
417,Kissing Gate near: NY 37564 47115,-2.9730854,54.814984
418,Kissing Gate near: NY 37523 46042,-2.9734942,54.805339
419,Kissing Gate near: NY 37559 47215,-2.9731887,54.815879
420,Kissing Gate near: SD 23422 83278,-3.1764919,54.239449
421,Kissing Gate near: NY 17693 16587,-3.2736151,54.537838
422,Kissing Gate near: SD 34708 98957,-3.0067902,54.381901
423,Kissing Gate near: SD 34698 99092,-3.0069745,54.383114
424,Kissing Gate near: SD 34657 99252,-3.0076369,54.384546
425,Kissing Gate near: SD 34739 99601,-3.0064503,54.387692
426,Kissing Gate near: SD 48259 90829,-2.7967631,54.310422
427,Kissing Gate near: SD 48201 90841,-2.7976557,54.310524
428,Kissing Gate near: SD 48981 93932,-2.7861899,54.338378
429,Kissing Gate near: SD 29784 96248,-3.0819478,54.356902
430,Kissing Gate near: SD 17416 81461,-3.2681164,54.222183
431,Kissing Gate near: SD 16743 80840,-3.2782688,54.216495
432,Kissing Gate near: SD 16658 80790,-3.2795486,54.216034
433,Kissing Gate near: SD 16657 80792,-3.2795777,54.21605
434,Kissing Gate near: SD 16981 80979,-3.2746614,54.217784
435,Kissing Gate near: SD 30582 89815,-3.0681684,54.299209
436,Kissing Gate near: SD 31715 86459,-3.0499943,54.269209
